Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21450002;FOURCHETTE RIVAGE EN BOITE PEGBOARDABLE;6192.0;0.315;1950.48;40301.824;;40301.824;72.0;0.01122;0.9649200000000001;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21450003;CUILLERE RIVAGE EN BOITE PEGBOARDABLE;1008.0;0.34;342.72;40301.824;;40301.824;72.0;0.014255999999999998;0.19958399999999998;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21450003;CUILLERE RIVAGE EN BOITE PEGBOARDABLE;1008.0;0.34;342.72;40301.824;;40301.824;72.0;0.014255999999999998;0.19958399999999998;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-05-23 00:00:00;FAIL 4938307.00-24;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21450004;CAFE RIVAGE EN BOITE PEGBOARDABLE;3312.0;0.192;635.904;40301.824;;40301.824;72.0;0.006954;0.319884;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21450004;CAFE RIVAGE EN BOITE PEGBOARDABLE;1440.0;0.192;276.48;40301.824;;40301.824;72.0;0.006954;0.13908;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-05-23 00:00:00;FAIL 4938307.00-25;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21450005;COUTEAU STEAK RIVAGE EN BOITE PEGBOARDABLE;2232.0;0.414;924.048;40301.824;;40301.824;72.0;0.011071499999999998;0.3432164999999999;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21450005;COUTEAU STEAK RIVAGE EN BOITE PEGBOARDABLE;1368.0;0.414;566.352;40301.824;;40301.824;72.0;0.011071499999999998;0.21035849999999995;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-05-23 00:00:00;FAIL 4938307.00-23;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21460001;COUTEAU FUSEAU EN BOITE PEGBOARDABLE;2088.0;0.389;812.232;40301.824;;40301.824;72.0;0.012275999999999999;0.356004;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-05-21 00:00:00;FAIL 4938307.00-4;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21460002;FOURCHETTE FUSEAU EN BOITE PEGBOARDABLE;3672.0;0.355;1303.56;40301.824;;40301.824;72.0;0.01254;0.63954;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-06-18 00:00:00;OK 4938307.00-55;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21460004;CAFE FUSEAU EN BOITE PEGBOARDABLE;4032.0;0.196;790.272;40301.824;;40301.824;72.0;0.00945;0.5292;18.975457374999994;Non reçu;Non reçu;Validé;Conforme;2025-06-25 00:00:00;OK 4940165.00-14;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21460005;COUTEAU DESSERT FUSEAU EN BOITE PEGBOARDABLE;1584.0;0.371;587.664;40301.824;;40301.824;72.0;0.011880000000000002;0.26136000000000004;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Envoyé;21460006;FOURCHETTE DESSERT FUSEAU EN BOITE PEGBOARDABLE;1152.0;0.305;351.36;40301.824;;40301.824;72.0;0.0141255;0.226008;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-06-18 00:00:00;OK 4938307.00-56;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;21460009;CUILLERE TAPAS FUSEAU EN BOITE PEGBOARDABLE;1368.0;0.338;462.384;40301.824;;40301.824;72.0;0.008775;0.16672499999999998;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Aucun;21600002;COUTEAU ARABESQUE FINITION MIROIR VRAC+GENCOD;3480.0;0;0;40301.824;;40301.824;120.0;0.010951874999999998;0.31760437499999994;18.975457374999994;Non reçu;Non reçu;;Non reçu;;;;;2025-04-30 00:00:00;Aucun; /; /; /;POMMIER; /; /; /; /; /; /
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Aucun;21600004;CUILLERE ARABESQUE FINITION MIROIR VRAC+GENCOD;2880.0;0.285;820.8;40301.824;;40301.824;240.0;0.0195075;0.23409000000000002;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-10-29 00:00:00;OK 4946165.00-18;Conforme;Aucune;2025-04-30 00:00:00;207;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113C;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Aucun;21600005;CAFE ARABESQUE FINITION MIROIR VRAC+GENCOD;9600.0;0.237;2275.2;40301.824;;40301.824;240.0;0.0195075;0.7803;18.975457374999994;Conforme;Non reçu;Validé;Conforme;2025-08-21 00:00:00;OK 4943293.00-7;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Aucun;21870003;CUILLERE BUFFET EN BOITE BLANCHE;4752.0;0.091;432.432;40301.824;;40301.824;72.0;0.0032999999999999995;0.21779999999999997;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-10-20 00:00:00;FAIL 4946165.00-2;;;2025-04-30 00:00:00;207;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113C;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;En cours de livraison;2026-01-26 00:00:00;15;Aucun;21870003;CUILLERE BUFFET EN BOITE BLANCHE;1512.0;0.091;137.59199999999998;40301.824;;40301.824;72.0;0.0032999999999999995;0.06929999999999999;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-10-20 00:00:00;FAIL 4946165.00-2;;;2025-04-30 00:00:00;249;2026-01-04 00:00:00;2026-02-28 00:00:00;2026-03-18 08:00:00;POMMIER;SZSE2600297;YMMU1140160;2410091632;ZEPHYR LUMOS;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Aucun;22150003;FOURCHETTE DOTS CARREFOUR HOME;6120.0;0.233;1425.96;40301.824;;40301.824;120.0;0.007332000000000001;0.37393200000000004;18.975457374999994;Conforme;Conforme;Validé;Conforme;2025-08-05 00:00:00;FAIL 4941756.00-15;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/09/2025;2025-08-01 00:00:00;9;Aucun;22150003;FOURCHETTE DOTS CARREFOUR HOME;2160.0;0.233;503.28000000000003;40301.824;;40301.824;120.0;0.007332000000000001;0.131976;18.975457374999994;Conforme;Conforme;Validé;Conforme;2025-06-18 00:00:00;OK 4938307.00-57;;;2025-04-30 00:00:00;95;2025-08-03 00:00:00;2025-09-07 00:00:00;2025-09-18 12:45:00;POMMIER;SZSE2507193;KBRU2570399;20250725I;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Aucun;22150004;CUILLERE DOTS CARREFOUR HOME;4560.0;0.233;1062.48;40301.824;;40301.824;120.0;0.007332000000000001;0.27861600000000003;18.975457374999994;Aucune;Conforme;Validé;Conforme;2025-07-22 00:00:00;OK 4941756.00-5;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Aucun;22150005;CAFE DOTS CARREFOUR HOME;7920.0;0.183;1449.36;40301.824;;40301.824;120.0;0.00468;0.30888;18.975457374999994;Conforme;Aucune;Validé;Conforme;2025-08-13 00:00:00;OK 4941756.00-27;;;2025-04-30 00:00:00;136;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410091632;;QUALITAIRSEA;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Annulée;Non;;Envoyé;41460001;TARTINEUR TAPAS FUSEAU EN BOITE PEGBOARDABLE;3096.0;0.193;597.528;40301.824;;40301.824;72.0;0.00858;0.36894000000000005;18.975457374999994;Conforme;Conforme;;Non reçu;;;;;2025-04-30 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 07/04/2025;2025-02-12 00:00:00;4;Envoyé;Comp1490058;BOITE VIDE NEUTRE LAGUIOLE HERITAGE + FACADE GRISE;1600.0;0.495;792;40301.824;;40301.824;120.0;0.0;0.0;18.975457374999994;Aucune;Aucune;Validé;Conforme;;;;;2025-04-30 00:00:00;Aucun;2025-02-01 00:00:00;2025-03-21 00:00:00;2025-04-07 08:00:00;POMMIER;FSSZS2500316;DRYU2996958;;;SEALOGIS;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 07/04/2025;2025-02-12 00:00:00;4;Envoyé;Comp1490059;BOITE VIDE LAGUIOLE HERITAGE EMOTION FINITION MIROIR;1080.0;0.495;534.6;40301.824;;40301.824;120.0;0.0;0.0;18.975457374999994;Aucune;Aucune;Validé;Conforme;;;;;2025-04-30 00:00:00;Aucun;2025-02-01 00:00:00;2025-03-21 00:00:00;2025-04-07 08:00:00;POMMIER;FSSZS2500316;DRYU2996958;;;SEALOGIS;
TB CHINA;2024-11-25;24099;151554.0;2410091632;WANXIN;Appro 240926;Aucun; /;Livrée le 07/04/2025;2025-02-12 00:00:00;4;Envoyé;Comp1490060;BOITE VIDE LAGUIOLE HERITAGE EMOTION FINITION SATINE;1080.0;0.495;534.6;40301.824;;40301.824;120.0;0.0;0.0;18.975457374999994;Aucune;Aucune;Validé;Conforme;;;;;2025-04-30 00:00:00;Aucun;2025-02-01 00:00:00;2025-03-21 00:00:00;2025-04-07 08:00:00;POMMIER;FSSZS2500316;DRYU2996958;;;SEALOGIS;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Annulée;Non;;Aucun;21460014;COUTEAU DESSERT FUSEAU + GENCOD;1152.0;0.5;576;29953.206000000002;;29953.206000000002;144.0;0.00969375;0.07755;20.528477249999998;Non reçu;Non reçu;;Non reçu;;;;;2025-03-20 00:00:00;Aucun;;;;POMMIER;;;;;;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Aucun;21460013;CAFE FUSEAU + GENCOD;9648.0;0.187;1804.176;29953.206000000002;;29953.206000000002;144.0;0.00594;0.39798;20.528477249999998;Non reçu;Non reçu;Validé;Conforme;2025-08-14 00:00:00;OK 4941756.00-29;;;2025-03-20 00:00:00;362;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410251538;;QUALITAIRSEA;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 18/11/2025;2025-09-26 00:00:00;11;Envoyé;21610001;M16 DAMIER FINITION MIROIR BOITE TB COLLECTION;1002.0;5.105;5115.21;29953.206000000002;;29953.206000000002;6.0;0.026427500000000003;4.4133925000000005;20.528477249999998;Non reçu;Non reçu;Validé;Conforme;2025-08-19 00:00:00;OK 4943293.00-2;;;2025-03-20 00:00:00;362;2025-09-13 00:00:00;2025-11-10 00:00:00;2025-11-18 12:45:00;POMMIER;SZSE2509711;NVLU2025760;2410251538;;QUALITAIRSEA;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;6;Aucun;20890018;FOURCHETTE ECORCE PVD CUIVRE+GENCOD;1200.0;0.315;378;29953.206000000002;;29953.206000000002;120.0;0.006555000000000001;0.06555000000000001;20.528477249999998;Non reçu;Non reçu;Validé;Conforme;2025-03-08 00:00:00;OK 4933661.00-21;;;2025-03-20 00:00:00;28;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413K;;SEALOGIS;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 16/06/2025;2025-04-23 00:00:00;6;Envoyé;21130001;M24 BOREAL EN BOITE TB COLLECTION;1308.0;5.502;7196.616;29953.206000000002;;29953.206000000002;6.0;0.025947;5.656446;20.528477249999998;Aucune;Conforme;Validé;Conforme;2025-04-03 00:00:00;FAIL 4935210.00-16;;;2025-03-20 00:00:00;28;2025-04-17 00:00:00;2025-06-04 00:00:00;2025-06-16 12:45:00;POMMIER;SZXS25383263;TRHU2449900;20250413K;;SEALOGIS;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Envoyé;21300001;M24 EMPREINTE BOITE TB COLLECTION;1002.0;7.2;7214.400000000001;29953.206000000002;;29953.206000000002;6.0;0.026001249999999997;4.342208749999999;20.528477249999998;Aucune;Conforme fork+TS;Validé;Conforme;2025-10-30 00:00:00;FAIL 4946165.00-24;Conforme;Aucune;2025-03-20 00:00:00;248;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113D;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 14/01/2026;2025-12-04 00:00:00;13;Envoyé;21600001;M16 ARABESQUE FINITION MIROIR BOITE TB COLLECTION;798.0;5.863;4678.674;29953.206000000002;;29953.206000000002;6.0;0.025575;3.401475;20.528477249999998;Conforme;Aucune;Validé;Conforme;2025-10-30 00:00:00;FAIL 4946165.00-25;Conforme;Aucune;2025-03-20 00:00:00;248;2025-11-23 00:00:00;2026-01-08 00:00:00;2026-01-14 08:00:00;POMMIER;SZSE2512364;NEOU2249915;20251113D;CMA CGM GRACE BAY;QUALITAIRSEA;
TB CHINA;2024-11-25;24100;152202.0;2410251538;WANXIN;Appro 241018;Aucun; /;Livrée le 05/02/2026;2026-01-19 00:00:00;14;Envoyé;21600001;M16 ARABESQUE FINITION MIROIR BOITE TB COLLECTION;510.0;5.863;2990.13;29953.206000000002;;29953.206000000002;6.0;0.025575;2.1738750000000002;20.528477249999998;Conforme;Aucune;Validé;Conforme;2025-10-30 00:00:00;FAIL 4946165.00-25;Conforme;Aucune;2025-03-20 00:00:00;274;2025-12-19 00:00:00;2026-01-30 00:00:00;2026-02-05 12:45:00;POMMIER;SZSE2513759;SGRU2236645;20251212A;CMA CGM KIMBERLEY;QUALITAIRSEA;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;11;Aucun;10020116;FROMAGE ACIDULE COLLECTION COULEUR 2.9;10080.0;0.162;1632.96;26806.326000000005;;26806.326000000005;144.0;0.02041875;1.4293125;18.820402750000003;Aucune;Aucune;Validé;Conforme;2025-10-18 00:00:00;OK 4945056.00-29;;;2025-04-25 00:00:00;189;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-3;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 21/08/2025;2025-07-03 00:00:00;7;Aucun;10020114;TARTINEUR ACIDULE COLLECTION COULEUR 2.9;9648.0;0.295;2846.16;26806.326000000005;;26806.326000000005;144.0;0.01312;0.8790399999999999;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-06-06 00:00:00;OK 4938307.00-37;;;2025-04-25 00:00:00;57;2025-06-21 00:00:00;2025-08-13 00:00:00;2025-08-21 07:00:00;POMMIER;SZXS25389698;YMLU8612006;20250616-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 21/08/2025;2025-07-03 00:00:00;7;Envoyé;31260023;M16 COTTAGE IVOIRE P1013 BOITE TB COLLECTION;660.0;3.56;2349.6;26806.326000000005;;26806.326000000005;6.0;0.025920000000000002;2.8512000000000004;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-27;;;2025-04-25 00:00:00;57;2025-06-21 00:00:00;2025-08-13 00:00:00;2025-08-21 07:00:00;POMMIER;SZXS25389698;YMLU8612006;20250616-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 14/08/2025;2025-07-03 00:00:00;7;Envoyé;31260023;M16 COTTAGE IVOIRE P1013 BOITE TB COLLECTION;342.0;3.56;1217.52;26806.326000000005;;26806.326000000005;6.0;0.025920000000000002;1.47744;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-27;;;2025-04-25 00:00:00;48;2025-06-12 00:00:00;2025-08-01 00:00:00;2025-08-14 07:00:00;POMMIER;SZXS25388969;TRHU1477105;20250605-5;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Aucun;21630002;COUTEAU MANDOLINE VRAC + GENCOD;1296.0;0.496;642.816;26806.326000000005;;26806.326000000005;144.0;0.014044999999999998;0.126405;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-21;;;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Envoyé;31750002;M24 STUDIO TERRACOTTA PANTONE 1807C;1002.0;2.535;2540.07;26806.326000000005;;26806.326000000005;6.0;0.013500000000000002;2.2545;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;FAIL 4936900.00-22;;;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Envoyé;32210003;CUILLERE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;5280.0;0.2;1056;26806.326000000005;;26806.326000000005;240.0;0.029183999999999998;0.642048;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-24;;;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Envoyé;32210004;CAFE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;9360.0;0.165;1544.4;26806.326000000005;;26806.326000000005;240.0;0.02052;0.80028;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-23;;;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Envoyé;32210006;FOURCHETTE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;12000.0;0.189;2268;26806.326000000005;;26806.326000000005;240.0;0.0323;1.6150000000000002;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;OK 4936900.00-25;;NCR 00000402;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 31/07/2025;2025-06-18 00:00:00;6;Envoyé;32210009;COUTEAU OPEN UNI COLOR ROUGE 3517C CARREFOUR HOME;3120.0;0.191;595.92;26806.326000000005;;26806.326000000005;240.0;0.026125000000000002;0.339625;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-05-09 00:00:00;FAIL 4936900.00-26;;NCR 00000401;2025-04-25 00:00:00;43;2025-06-07 00:00:00;2025-07-25 00:00:00;2025-07-31 07:00:00;POMMIER;SZXS25387702;FCGU2328218;20250528-1;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 07/07/2025;2025-05-13 00:00:00;5;Aucun;430524;COUTEAU AMANDE ROUGE+GENCOD;8160.0;0.198;1615.68;26806.326000000005;;26806.326000000005;240.0;0.0232375;0.7900750000000001;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-04-23 00:00:00;OK 4936900.00-10;;;2025-04-25 00:00:00;16;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-3;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 07/07/2025;2025-05-13 00:00:00;5;Aucun;430526;COUTEAU AMANDE ANIS+GENCOD;4560.0;0.198;902.88;26806.326000000005;;26806.326000000005;240.0;0.0232375;0.44151250000000003;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-04-22 00:00:00;OK 4936900.00-5;;;2025-04-25 00:00:00;16;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-3;;SEALOGIS;
TB CHINA;2025-01-08;25004;154553.0;2412231105;HONGXING;Appro 241203;Aucun; /;Livrée le 07/07/2025;2025-05-13 00:00:00;5;Aucun;430534;FETTE AMANDE ROUGE+GENCOD;8880.0;0.205;1820.3999999999999;26806.326000000005;;26806.326000000005;240.0;0.024528000000000005;0.9075360000000001;18.820402750000003;Conforme;Aucune;Validé;Conforme;2025-04-23 00:00:00;OK 4936900.00-8;;;2025-04-25 00:00:00;16;2025-05-11 00:00:00;2025-06-26 00:00:00;2025-07-07 07:00:00;POMMIER;SZXS25385824;BSIU3265802;20250506-3;;SEALOGIS;
